Analysis,Weighting,Scoring_Form_ID,Observed_weighted_agreement,Title
LMIC_Relevance_Score,quadratic,47,0.8931818181818182,A Novel Deep Learning Approach for Brain Tumors Classification Using MRI Images
LMIC_Relevance_Score,quadratic,48,0.9659090909090909,Automatic myocardial segmentation in dynamic contrast enhanced perfusion MRI using Monte Carlo dropout in an encoder-decoder convolutional neural network
TR_Score,linear,1,0.7963636363636363,Active deep neural network features selection for segmentation and recognition of brain tumors using MRI images
TR_Score,linear,2,0.8254545454545456,Brain tumor segmentation in MRI with multi-modality spatial information enhancement and boundary shape correction
TR_Score,linear,3,0.9636363636363636,Deep-learning approach with convolutional neural network for classification of maximum intensity projections of dynamic contrast-enhanced breast magnetic resonance imaging
TR_Score,linear,4,0.8981818181818183,Improvement of peripheral nerve visualization using a deep learning-based MR reconstruction algorithm
TR_Score,linear,5,0.8618181818181819,Enhancement of brain tumor classification from MRI images using multi-path convolutional neural network with SVM classifier
TR_Score,linear,6,0.8472727272727272,A deep learning approach for brain tumor classification using MRI images
TR_Score,linear,7,0.8690909090909092,Automatic deep learning-based myocardial infarction segmentation from delayed enhancement MRI
TR_Score,linear,8,0.8472727272727273,Deep learning methods for automatic evaluation of delayed enhancement-MRI. The results of the EMIDEC challenge
TR_Score,linear,9,0.8690909090909092,Deep learning-based super-resolution gradient echo imaging of the pancreas: Improvement of image quality and reduction of acquisition time
TR_Score,linear,10,0.861818181818182,Super-resolution and denoising of 4D-Flow MRI using physics-Informed deep neural nets
TR_Score,linear,11,0.8109090909090909,Multi-contrast high-field quality image synthesis for portable low-field MRI using generative adversarial networks and paired data
TR_Score,linear,12,0.9636363636363636,Super-resolution of brain MRI images based on denoising diffusion probabilistic model
TR_Score,linear,13,0.8763636363636365,Fine-tuning deep learning model parameters for improved super-resolution of dynamic MRI with prior-knowledge
TR_Score,linear,14,0.9345454545454547,3D-MRI super-resolution reconstruction using multi-modality based on multi-resolution CNN
TR_Score,linear,15,0.9636363636363636,Super-resolution reconstruction of knee magnetic resonance imaging based on deep learning
TR_Score,linear,16,0.8254545454545456,Deep learning super-resolution reconstruction for fast and high-quality cine cardiovascular magnetic resonance
TR_Score,linear,17,0.8981818181818183,Convolutional Neural Network-based Enhancement Method of 3D MRI
TR_Score,linear,18,0.8254545454545456,"Cerebrovascular super-resolution 4D Flow MRI - Sequential combination of resolution enhancement by deep learning and physics-informed image processing to non-invasively quantify intracranial velocity, flow, and relative pressure"
TR_Score,linear,19,0.8254545454545456,Deep Learning based Early Detection of Alzheimer’s Disease using Image Enhancement Filters
TR_Score,linear,20,0.7890909090909092,Deep Learning-based Method for Denoising and Image Enhancement in Low-Field MRI
TR_Score,linear,21,0.9345454545454547,Deep Transfer Learning-Based Multi-Modal Digital Twins for Enhancement and Diagnostic Analysis of Brain MRI Image
TR_Score,linear,22,0.9636363636363636,Digital Image Enhancement using Conventional Neural Network
TR_Score,linear,23,0.9127272727272728,MRI super-resolution using similarity distance and multi-scale receptive field based feature fusion GAN and pre-trained slice interpolation network
TR_Score,linear,24,0.8472727272727273,Pushing the limits of low-cost ultra-low-field MRI by dual-acquisition deep learning 3D superresolution
TR_Score,linear,25,0.7672727272727273,Joint B0B0​ and Image Reconstruction in Low-Field MRI by Physics-Informed Deep-Learning
TR_Score,linear,26,0.8981818181818183,Multi-Contrast Super-Resolution MRI Through a Progressive Network
TR_Score,linear,27,0.9345454545454547,FA-GAN: Fused attentive generative adversarial networks for MRI image super-resolution
TR_Score,linear,28,0.8981818181818183,Deep learning myocardial infarction segmentation framework from cardiac magnetic resonance images
TR_Score,linear,29,0.8981818181818183,ShuffleUNet: Super resolution of diffusion-weighted MRIs using deep learning
TR_Score,linear,30,0.8545454545454545,Transfer learning in deep neural network based under-sampled MR image reconstruction
TR_Score,linear,31,0.8618181818181819,Enhancement of Image Quality in Low-Field Knee MR Imaging Using Deep Learning
TR_Score,linear,32,0.8618181818181818,Multisequence 3-T Image Synthesis from 64-mT Low-Field-Strength MRI Using Generative Adversarial Networks in Multiple Sclerosis
TR_Score,linear,33,0.8618181818181819,Evaluation of epilepsy lesion visualisation enhancement in low-field MRI using image quality transfer: a preliminary investigation of clinical potential for applications in developing countries
TR_Score,linear,34,0.8618181818181819,Deep learning-based single image super-resolution for low-field MR brain images
TR_Score,linear,35,0.8327272727272726,Deep learning for fast low-field MRI acquisitions
TR_Score,linear,36,0.8618181818181819,Deep Learning Super-Resolution Reconstruction for Fast and Motion-Robust T2-weighted Prostate MRI
TR_Score,linear,37,0.8472727272727272,Super resolution using sparse sampling at portable ultra-low field MR
TR_Score,linear,38,0.8981818181818183,Bridging the gap: improving correspondence between low-field and high-field magnetic resonance images in young people
TR_Score,linear,39,0.9345454545454547,MRI Super-Resolution With Ensemble Learning and Complementary Priors
TR_Score,linear,40,0.7600000000000001,SRflow: Deep learning based super-resolution of 4D-flow MRI data
TR_Score,linear,41,0.8909090909090909,SMORE: A Self-Supervised Anti-Aliasing and Super-Resolution Algorithm for MRI Using Deep Learning
TR_Score,linear,42,0.8909090909090909,SMIR: A Transformer-Based Model for MRI super-resolution reconstruction
TR_Score,linear,43,0.8909090909090909,Autoencoder-Inspired Convolutional Network-Based Super-Resolution Method in MRI
TR_Score,linear,44,0.8254545454545456,A mass correlation based deep learning approach using deep Convolutional neural network to classify the brain tumor
TR_Score,linear,45,0.8254545454545456,Accuracy Enhancement in Detecting Pituitary Tumors using Deep Learning
TR_Score,linear,46,0.810909090909091,A deep convolutional neural network based computer aided diagnosis system for the prediction of Alzheimer's disease in MRI images
TR_Score,linear,47,0.8909090909090909,A Novel Deep Learning Approach for Brain Tumors Classification Using MRI Images
TR_Score,linear,48,0.6872727272727274,Automatic myocardial segmentation in dynamic contrast enhanced perfusion MRI using Monte Carlo dropout in an encoder-decoder convolutional neural network
TR_Score,quadratic,1,0.9359999999999999,Active deep neural network features selection for segmentation and recognition of brain tumors using MRI images
TR_Score,quadratic,2,0.9476363636363637,Brain tumor segmentation in MRI with multi-modality spatial information enhancement and boundary shape correction
TR_Score,quadratic,3,0.9927272727272726,Deep-learning approach with convolutional neural network for classification of maximum intensity projections of dynamic contrast-enhanced breast magnetic resonance imaging
TR_Score,quadratic,4,0.9796363636363635,Improvement of peripheral nerve visualization using a deep learning-based MR reconstruction algorithm
TR_Score,quadratic,5,0.9665454545454546,Enhancement of brain tumor classification from MRI images using multi-path convolutional neural network with SVM classifier
TR_Score,quadratic,6,0.9607272727272727,A deep learning approach for brain tumor classification using MRI images
TR_Score,quadratic,7,0.9679999999999999,Automatic deep learning-based myocardial infarction segmentation from delayed enhancement MRI
TR_Score,quadratic,8,0.9607272727272728,Deep learning methods for automatic evaluation of delayed enhancement-MRI. The results of the EMIDEC challenge
TR_Score,quadratic,9,0.9679999999999999,Deep learning-based super-resolution gradient echo imaging of the pancreas: Improvement of image quality and reduction of acquisition time
TR_Score,quadratic,10,0.9621818181818179,Super-resolution and denoising of 4D-Flow MRI using physics-Informed deep neural nets
TR_Score,quadratic,11,0.9141818181818182,Multi-contrast high-field quality image synthesis for portable low-field MRI using generative adversarial networks and paired data
TR_Score,quadratic,12,0.9927272727272726,Super-resolution of brain MRI images based on denoising diffusion probabilistic model
TR_Score,quadratic,13,0.9709090909090908,Fine-tuning deep learning model parameters for improved super-resolution of dynamic MRI with prior-knowledge
TR_Score,quadratic,14,0.986909090909091,3D-MRI super-resolution reconstruction using multi-modality based on multi-resolution CNN
TR_Score,quadratic,15,0.9927272727272726,Super-resolution reconstruction of knee magnetic resonance imaging based on deep learning
TR_Score,quadratic,16,0.952,Deep learning super-resolution reconstruction for fast and high-quality cine cardiovascular magnetic resonance
TR_Score,quadratic,17,0.9665454545454545,Convolutional Neural Network-based Enhancement Method of 3D MRI
TR_Score,quadratic,18,0.952,"Cerebrovascular super-resolution 4D Flow MRI - Sequential combination of resolution enhancement by deep learning and physics-informed image processing to non-invasively quantify intracranial velocity, flow, and relative pressure"
TR_Score,quadratic,19,0.952,Deep Learning based Early Detection of Alzheimer’s Disease using Image Enhancement Filters
TR_Score,quadratic,20,0.9316363636363637,Deep Learning-based Method for Denoising and Image Enhancement in Low-Field MRI
TR_Score,quadratic,21,0.986909090909091,Deep Transfer Learning-Based Multi-Modal Digital Twins for Enhancement and Diagnostic Analysis of Brain MRI Image
TR_Score,quadratic,22,0.9927272727272726,Digital Image Enhancement using Conventional Neural Network
TR_Score,quadratic,23,0.9825454545454544,MRI super-resolution using similarity distance and multi-scale receptive field based feature fusion GAN and pre-trained slice interpolation network
TR_Score,quadratic,24,0.9607272727272728,Pushing the limits of low-cost ultra-low-field MRI by dual-acquisition deep learning 3D superresolution
TR_Score,quadratic,25,0.9185454545454546,Joint B0B0​ and Image Reconstruction in Low-Field MRI by Physics-Informed Deep-Learning
TR_Score,quadratic,26,0.976727272727273,Multi-Contrast Super-Resolution MRI Through a Progressive Network
TR_Score,quadratic,27,0.986909090909091,FA-GAN: Fused attentive generative adversarial networks for MRI image super-resolution
TR_Score,quadratic,28,0.9796363636363635,Deep learning myocardial infarction segmentation framework from cardiac magnetic resonance images
TR_Score,quadratic,29,0.9796363636363635,ShuffleUNet: Super resolution of diffusion-weighted MRIs using deep learning
TR_Score,quadratic,30,0.9621818181818184,Transfer learning in deep neural network based under-sampled MR image reconstruction
TR_Score,quadratic,31,0.9665454545454546,Enhancement of Image Quality in Low-Field Knee MR Imaging Using Deep Learning
TR_Score,quadratic,32,0.952,Multisequence 3-T Image Synthesis from 64-mT Low-Field-Strength MRI Using Generative Adversarial Networks in Multiple Sclerosis
TR_Score,quadratic,33,0.9665454545454546,Evaluation of epilepsy lesion visualisation enhancement in low-field MRI using image quality transfer: a preliminary investigation of clinical potential for applications in developing countries
TR_Score,quadratic,34,0.9665454545454546,Deep learning-based single image super-resolution for low-field MR brain images
TR_Score,quadratic,35,0.9549090909090908,Deep learning for fast low-field MRI acquisitions
TR_Score,quadratic,36,0.9549090909090908,Deep Learning Super-Resolution Reconstruction for Fast and Motion-Robust T2-weighted Prostate MRI
TR_Score,quadratic,37,0.9607272727272727,Super resolution using sparse sampling at portable ultra-low field MR
TR_Score,quadratic,38,0.9796363636363635,Bridging the gap: improving correspondence between low-field and high-field magnetic resonance images in young people
TR_Score,quadratic,39,0.986909090909091,MRI Super-Resolution With Ensemble Learning and Complementary Priors
TR_Score,quadratic,40,0.9127272727272726,SRflow: Deep learning based super-resolution of 4D-flow MRI data
TR_Score,quadratic,41,0.9781818181818182,SMORE: A Self-Supervised Anti-Aliasing and Super-Resolution Algorithm for MRI Using Deep Learning
TR_Score,quadratic,42,0.9781818181818182,SMIR: A Transformer-Based Model for MRI super-resolution reconstruction
TR_Score,quadratic,43,0.9781818181818182,Autoencoder-Inspired Convolutional Network-Based Super-Resolution Method in MRI
TR_Score,quadratic,44,0.9476363636363637,A mass correlation based deep learning approach using deep Convolutional neural network to classify the brain tumor
TR_Score,quadratic,45,0.9505454545454546,Accuracy Enhancement in Detecting Pituitary Tumors using Deep Learning
TR_Score,quadratic,46,0.9447272727272726,A deep convolutional neural network based computer aided diagnosis system for the prediction of Alzheimer's disease in MRI images
TR_Score,quadratic,47,0.9781818181818182,A Novel Deep Learning Approach for Brain Tumors Classification Using MRI Images
TR_Score,quadratic,48,0.8225454545454546,Automatic myocardial segmentation in dynamic contrast enhanced perfusion MRI using Monte Carlo dropout in an encoder-decoder convolutional neural network
